model,depth,sentence,avg_surprisal,max_surprisal
GPT-2,0,"The engineer with great enthusiasm, is working.",7.977522373199463,15.38856029510498
GPT-2,0,"The student in the library, jumps high.",8.496220588684082,19.142108917236328
GPT-2,0,"The writer with great enthusiasm, is studying calmly.",9.090877532958984,19.051584243774414
GPT-2,4,"The player that The professor near the school that The manager during the morning that The player with red shoes that The manager ignored met liked ignored, is shouting carefully.",8.779566764831543,19.212305068969727
GPT-2,1,The farmer from the city that The singer in the garden helped runs fast quickly.,9.556082725524902,16.428844451904297
GPT-2,2,"The actor during the morning that The teacher with great enthusiasm that The nurse during the morning saw scolded, is smiling quickly.",9.117104530334473,21.528228759765625
GPT-2,1,The farmer that The child in the library saw is reading.,8.670101165771484,15.575507164001465
GPT-2,3,The farmer by the river that The scientist during the morning that The engineer that The writer in the library supported praised questioned is smiling carefully.,8.853560447692871,16.433168411254883
GPT-2,5,"The teacher in the garden that The writer near the school that The actor near the school that The girl by the river that The student by the river that The girl near the school encouraged saw admired called supported, is singing.",6.401565074920654,22.071285247802734
GPT-2,2,The dog that The boy near the school that The player blamed liked is working.,9.988222122192383,15.692972183227539
GPT-2,4,The artist that The professor by the river that The singer with red shoes that The lawyer with red shoes that The doctor in the library liked praised helped encouraged is resting proudly.,8.763325691223145,19.000808715820312
GPT-2,1,"The cat with red shoes that The manager near the school ignored, is walking.",9.273975372314453,14.509119987487793
GPT-2,1,The professor with great enthusiasm that The actor with great enthusiasm called is working carefully.,8.701398849487305,17.927133560180664
GPT-2,0,The singer by the river is dancing sadly.,9.34805965423584,14.898346900939941
GPT-2,1,The cat during the morning that The farmer admired is studying.,10.614742279052734,17.151607513427734
GPT-2,2,The dog in the library that The nurse that The manager with red shoes visited ignored is working sadly.,9.474123001098633,16.22697639465332
GPT-2,5,The student near the school that The cat with red shoes that The farmer in the library that The girl near the school that The boy with great enthusiasm that The child in the garden encouraged watched helped liked visited is working sadly.,7.840487957000732,18.78619384765625
GPT-2,0,The actor near the school is dancing calmly.,10.018438339233398,17.023752212524414
GPT-2,3,The child during the morning that The actor from the village that The girl by the river that The professor in the garden admired recognized helped is shouting.,8.914937019348145,16.20973014831543
GPT-2,1,The student from the city that The dog near the school called is barking eagerly.,9.13892650604248,17.109066009521484
GPT-2,2,"The singer that The singer in the garden that The lawyer in the library helped visited, is sleeping eagerly.",9.208914756774902,17.96569061279297
GPT-2,1,"The singer with great enthusiasm that The actor with red shoes questioned, is writing.",10.004658699035645,17.321937561035156
GPT-2,0,The child by the river runs fast angrily.,8.768865585327148,18.28828239440918
GPT-2,5,"The child from the city that The student near the school that The boy in the library that The singer by the river that The boy from the village that The writer liked met helped ignored praised, is singing.",7.451600551605225,19.342864990234375
GPT-2,2,"The girl with great enthusiasm that The student during the morning that The professor near the school supported blamed, is studying.",9.061766624450684,17.49736785888672
GPT-2,3,The doctor that The lawyer during the morning that The doctor that The actor in the garden saw scolded admired is sleeping.,8.249205589294434,16.81267738342285
GPT-2,1,The nurse from the city that The scientist near the school scolded is sleeping.,8.806848526000977,17.854389190673828
GPT-2,5,The writer near the school that The lawyer with great enthusiasm that The teacher near the school that The doctor near the school that The actor in the library that The manager from the city saw questioned helped encouraged scolded is barking happily.,7.6878132820129395,18.340564727783203
GPT-2,2,The doctor in the garden that The professor with red shoes that The child by the river supported followed is studying.,9.078453063964844,16.514705657958984
GPT-2,3,"The boy that The lawyer from the village that The teacher from the city that The engineer blamed ignored encouraged, is barking angrily.",8.580523490905762,16.951669692993164
GPT-2,0,The lawyer from the village is working calmly.,8.574109077453613,14.750720977783203
GPT-2,1,The writer in the garden that The boy in the garden liked is walking proudly.,8.03048324584961,14.296309471130371
GPT-2,4,"The girl that The child that The writer with great enthusiasm that The teacher near the school that The singer in the library liked watched met met, runs fast eagerly.",8.741884231567383,17.138011932373047
GPT-2,0,"The manager from the city, is laughing silently.",8.107462882995605,13.095511436462402
GPT-2,3,"The artist that The dog with great enthusiasm that The artist near the school that The doctor during the morning questioned visited encouraged, is dancing.",9.75013542175293,17.917259216308594
GPT-2,3,"The dog near the school that The child in the garden that The singer with red shoes that The dog from the city liked praised visited, runs fast.",8.440317153930664,15.149527549743652
GPT-2,0,"The engineer with red shoes, is studying.",9.10318374633789,15.38856029510498
GPT-2,0,"The professor with red shoes, is shouting.",9.230517387390137,14.29001235961914
GPT-2,2,The manager from the village that The nurse from the city that The player watched chased is studying angrily.,9.201189994812012,18.26694679260254
