sentence,depth,length_words,type
The clever singer that the young scientist helped cried suddenly yesterday.,1,11,synthetic_center_embedding
The manager that the old neighbor that the tall doctor thanked helped sat calmly in the garden.,2,17,synthetic_center_embedding
The curious student that the old teacher that the kind mother questioned informed worked quietly at night.,2,17,synthetic_center_embedding
The old farmer sat calmly at night.,0,7,synthetic_center_embedding
The curious scientist sat calmly.,0,5,synthetic_center_embedding
The happy manager slept peacefully at the office.,0,8,synthetic_center_embedding
The tall mother spoke softly at night.,0,7,synthetic_center_embedding
The young girl that the serious farmer thanked read carefully at the office.,1,13,synthetic_center_embedding
The tall artist that the nervous dog that the tall singer recognized followed stood silently at the office.,2,18,synthetic_center_embedding
The clever driver that the old girl that the neighbor that the kind mother helped helped visited walked slowly.,3,19,synthetic_center_embedding
The curious father that the angry lawyer that the nervous singer that the happy artist informed questioned admired walked slowly yesterday.,3,21,synthetic_center_embedding
The clever child slept peacefully near the station.,0,8,synthetic_center_embedding
The serious lawyer that the curious dog that the angry cat recognized informed ran away after dinner.,2,17,synthetic_center_embedding
The old singer that the angry boy greeted cried suddenly after dinner.,1,12,synthetic_center_embedding
The old driver that the curious mother that the tall artist that the curious artist that the kind engineer admired met greeted met spoke softly in the garden.,4,28,synthetic_center_embedding
The angry manager ran away.,0,5,synthetic_center_embedding
The kind mother that the happy cat that the curious child recognized blamed laughed loudly.,2,15,synthetic_center_embedding
The serious mother stood silently at the office.,0,8,synthetic_center_embedding
The nervous doctor that the young lawyer that the serious dog that the quiet girl met encouraged reminded spoke softly during class.,3,22,synthetic_center_embedding
The angry driver that the neighbor blamed walked slowly this morning.,1,11,synthetic_center_embedding
The serious actor that the happy lawyer that the happy actor questioned recognized rested briefly during class.,2,17,synthetic_center_embedding
The young farmer arrived early after dinner.,0,7,synthetic_center_embedding
The kind teacher that the clever manager visited walked slowly during class.,1,12,synthetic_center_embedding
The father that the tall dog that the happy dog that the curious child that the old lawyer visited questioned helped recognized laughed loudly near the station.,4,27,synthetic_center_embedding
The child that the mother thanked cried suddenly before noon.,1,10,synthetic_center_embedding
The angry singer that the angry girl questioned stood silently before noon.,1,12,synthetic_center_embedding
The young cat spoke softly at night.,0,7,synthetic_center_embedding
The old artist that the kind singer that the serious child that the old manager that the angry teacher questioned visited watched chased cried suddenly yesterday.,4,26,synthetic_center_embedding
The young dog that the kind doctor admired waited outside in the garden.,1,13,synthetic_center_embedding
The happy artist that the kind girl that the quiet lawyer admired blamed arrived early at night.,2,17,synthetic_center_embedding
The young cat that the serious manager admired arrived early in the garden.,1,13,synthetic_center_embedding
The actor that the quiet teacher followed rested briefly near the station.,1,12,synthetic_center_embedding
The curious father that the serious dog questioned read carefully during class.,1,12,synthetic_center_embedding
The nervous actor cried suddenly in the garden.,0,8,synthetic_center_embedding
The old manager that the kind teacher that the angry student that the serious engineer supported visited saw stood silently yesterday.,3,21,synthetic_center_embedding
The curious cat that the tall engineer that the kind father that the old artist supported encouraged informed waited outside yesterday.,3,21,synthetic_center_embedding
The clever lawyer that the happy farmer that the clever mother encouraged saw read carefully during class.,2,17,synthetic_center_embedding
The nervous teacher that the serious cat reminded cried suddenly before noon.,1,12,synthetic_center_embedding
The angry cat that the old scientist that the quiet manager helped chased ran away yesterday.,2,16,synthetic_center_embedding
The kind engineer that the kind neighbor called arrived early after dinner.,1,12,synthetic_center_embedding
The kind boy stood silently in the garden.,0,8,synthetic_center_embedding
The nervous manager that the serious doctor that the clever mother helped encouraged walked slowly at night.,2,17,synthetic_center_embedding
The tall manager spoke softly after dinner.,0,7,synthetic_center_embedding
The kind farmer cried suddenly yesterday.,0,6,synthetic_center_embedding
The happy artist that the kind cat that the angry actor that the nervous scientist that the tall teacher that the curious dog visited greeted encouraged encouraged recognized waited outside.,5,30,synthetic_center_embedding
